,monthly_income,monthly_expense_total,savings_rate,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,income_type,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met
2416,4932.71,2546.71,0.38,normal,652.0,0.21,568.75,519.62,1,779.76,63,0,Salary,Positive,94.3,Low,2386.0,0
2417,4194.8,3032.93,0.08,inflation,670.0,0.36,332.28,358.07,4,1586.8,53,0,Salary,Positive,4.5,Low,1161.87,0
2418,3491.32,3861.52,0.31,recession,657.0,0.23,675.53,644.93,9,674.16,91,0,Salary,Positive,43.2,Medium,0.0,0
2419,3521.84,3783.64,0.3,normal,670.0,0.42,724.14,128.71,9,1660.34,34,0,Salary,Negative,63.3,Medium,0.0,0
2420,4761.61,3243.26,0.13,normal,708.0,0.16,558.53,216.96,8,1419.61,68,0,Salary,Negative,76.8,Low,1518.35,0
2421,2953.33,1946.2,0.06,inflation,650.0,0.36,209.71,386.85,7,945.26,59,0,Salary,Positive,37.9,Medium,1007.13,0
2422,4538.15,3883.63,0.19,recession,633.0,0.46,144.17,197.87,1,759.11,61,0,Mixed,Positive,87.0,Medium,654.52,0
2423,3996.1,3169.23,0.06,normal,661.0,0.17,387.51,331.47,5,783.5,28,0,Salary,Positive,0.8,Low,826.87,0
2424,4411.62,3391.53,0.27,normal,750.0,0.22,735.89,240.63,6,814.07,64,0,Salary,Positive,75.5,Low,1020.09,0
2425,2377.35,3709.72,0.38,recession,720.0,0.38,677.47,25.62,7,1614.01,80,0,Freelance,Negative,91.9,Low,0.0,0
2426,4841.4,3051.78,0.11,normal,623.0,0.54,765.42,175.4,9,1346.77,54,0,Salary,Positive,47.6,Low,1789.62,0
2427,4033.04,3821.44,0.33,inflation,712.0,0.28,791.34,604.2,7,895.79,51,0,Salary,Positive,7.2,High,211.6,0
2428,2966.28,2983.76,0.4,normal,688.0,0.36,853.81,154.93,1,0.0,65,0,Salary,Positive,58.6,High,0.0,0
2429,1399.55,3514.61,0.26,normal,707.0,0.42,430.8,295.8,4,1039.41,45,0,Salary,Positive,27.0,Low,0.0,0
2430,4606.57,2854.43,0.37,inflation,682.0,0.41,736.5,541.14,1,1681.64,65,0,Salary,Neutral,48.7,Low,1752.14,0
2431,3623.08,3018.66,0.19,inflation,681.0,0.27,483.56,477.69,2,614.9,54,0,Salary,Neutral,58.8,Low,604.42,0
2432,4758.33,3731.48,0.24,normal,606.0,0.33,462.31,45.94,3,771.66,93,0,Salary,Negative,75.1,Low,1026.85,0
2433,3322.2,2672.82,0.18,normal,685.0,0.27,293.65,254.59,6,750.49,35,0,Salary,Positive,33.2,Medium,649.38,0
2434,4624.72,2742.81,0.29,normal,671.0,0.2,106.11,640.12,3,838.77,46,0,Salary,Positive,19.9,Low,1881.91,0
2435,4034.14,2674.18,0.18,inflation,765.0,0.43,535.65,307.25,9,1949.54,94,0,Mixed,Positive,56.0,Low,1359.96,0
2436,3939.2,4184.22,0.29,inflation,577.0,0.38,680.05,344.16,5,1769.05,79,0,Salary,Positive,11.4,Low,0.0,0
2437,3343.7,3396.81,0.32,normal,587.0,0.29,439.42,113.67,1,1126.45,75,0,Salary,Neutral,38.5,Medium,0.0,0
2438,5179.98,3081.0,0.22,normal,699.0,0.29,723.93,89.44,7,767.81,77,0,Salary,Positive,76.9,Low,2098.98,0
2439,4806.25,2769.27,0.19,recession,649.0,0.44,475.72,542.84,2,430.11,69,0,Salary,Positive,21.6,Low,2036.98,0
2440,3654.72,4292.35,0.19,normal,704.0,0.22,335.96,596.06,9,629.96,69,0,Salary,Positive,98.0,Medium,0.0,0
2441,2487.34,4185.8,0.11,recession,720.0,0.56,442.28,476.08,4,1130.23,28,0,Salary,Positive,70.4,Medium,0.0,0
2442,3969.53,4137.86,0.2,recession,637.0,0.52,421.39,729.71,7,979.68,85,0,Salary,Positive,48.2,Medium,0.0,0
2443,5067.08,3680.16,0.09,recession,737.0,0.51,450.41,165.89,2,389.59,83,0,Salary,Positive,4.1,Medium,1386.92,0
2444,4398.39,2229.6,0.32,normal,727.0,0.25,334.13,464.69,5,1389.12,82,0,Salary,Positive,49.5,Medium,2168.79,0
2445,4384.75,2273.57,0.27,recession,754.0,0.15,531.35,495.52,3,1276.66,61,0,Salary,Positive,77.4,Medium,2111.18,0
2446,4214.59,2935.05,0.34,normal,716.0,0.21,145.65,749.6,8,1480.97,25,0,Mixed,Positive,56.7,Low,1279.54,0
2447,3356.03,3909.6,0.1,inflation,710.0,0.57,188.45,21.28,7,1544.29,38,0,Freelance,Positive,13.3,Low,0.0,0
2448,4383.74,3357.35,0.25,normal,634.0,0.49,547.52,842.03,8,587.6,97,0,Freelance,Neutral,70.5,Low,1026.39,0
2449,4778.43,1018.42,0.35,normal,696.0,0.32,206.7,311.57,3,759.6,26,0,Freelance,Neutral,58.9,Medium,3760.01,1
2450,3083.29,1030.32,0.3,inflation,703.0,0.48,29.32,206.94,2,1646.81,28,0,Salary,Positive,94.4,Medium,2052.97,0
2451,5198.85,3231.39,0.34,recession,676.0,0.13,468.64,395.51,1,124.2,82,0,Salary,Negative,12.8,Medium,1967.46,0
2452,3734.67,2114.44,0.2,normal,747.0,0.56,738.32,220.09,7,724.11,72,0,Salary,Neutral,47.7,Low,1620.23,0
2453,3970.14,2028.28,0.1,normal,759.0,0.47,177.92,0.0,1,1337.76,32,0,Mixed,Negative,22.1,Low,1941.86,1
2454,4539.13,2054.24,0.28,recession,722.0,0.37,234.02,200.67,3,961.32,91,0,Salary,Negative,41.5,Low,2484.89,0
2455,3224.41,2870.57,0.29,recession,629.0,0.26,534.85,420.45,2,36.93,53,0,Salary,Positive,43.1,Medium,353.84,0
2456,4001.96,1599.82,0.36,normal,758.0,0.51,512.79,390.54,5,267.73,27,0,Salary,Neutral,93.0,High,2402.14,0
2457,4628.71,3113.18,0.24,normal,619.0,0.2,621.29,0.0,3,481.99,41,0,Salary,Positive,94.9,Low,1515.53,0
2458,4854.04,3668.64,0.15,normal,643.0,0.43,377.64,851.14,5,1611.73,73,0,Salary,Neutral,11.2,Low,1185.4,0
2459,5061.65,2452.19,0.13,recession,661.0,0.15,444.09,365.03,8,713.16,76,0,Salary,Negative,45.2,Low,2609.46,1
2460,3743.0,2666.98,0.38,normal,605.0,0.22,521.94,63.79,1,400.83,74,0,Salary,Positive,63.4,Low,1076.02,0
2461,2206.66,2136.8,0.33,recession,688.0,0.53,130.3,253.69,2,1088.53,55,0,Salary,Negative,99.6,Low,69.86,0
2462,3936.26,3042.8,0.11,inflation,689.0,0.12,229.36,332.26,7,640.44,60,0,Salary,Positive,46.3,Low,893.46,0
2463,2734.52,3524.01,0.35,inflation,689.0,0.52,741.06,349.17,5,1510.03,43,1,Salary,Neutral,90.1,Low,0.0,0
2464,2783.07,2220.01,0.18,normal,708.0,0.41,789.61,563.93,8,1195.76,99,0,Salary,Negative,42.4,Low,563.06,0
2465,6058.97,2063.44,0.07,inflation,737.0,0.54,546.9,579.38,5,315.95,32,0,Freelance,Positive,19.4,High,3995.53,1
2466,4484.84,3329.86,0.08,normal,700.0,0.56,493.39,295.12,3,844.22,89,0,Salary,Negative,67.4,High,1154.98,0
2467,3546.98,3456.1,0.07,recession,661.0,0.11,546.36,362.76,5,761.59,61,0,Salary,Positive,59.6,High,90.88,0
2468,3207.33,3144.3,0.07,normal,655.0,0.51,60.63,956.98,5,656.3,86,0,Mixed,Positive,19.2,Low,63.03,0
2469,5100.75,2667.75,0.29,normal,810.0,0.18,661.33,631.11,6,1151.68,62,0,Salary,Positive,23.7,High,2433.0,0
2470,3875.08,4045.05,0.17,normal,743.0,0.51,806.09,329.4,5,1496.24,27,0,Salary,Neutral,11.2,High,0.0,0
2471,3489.19,2068.6,0.33,normal,728.0,0.55,546.22,369.52,6,1613.28,29,0,Salary,Positive,91.6,Low,1420.59,0
2472,5090.21,4712.13,0.31,recession,653.0,0.44,364.46,469.84,1,842.3,77,0,Salary,Positive,4.5,Low,378.08,0
2473,3127.19,3533.41,0.25,normal,678.0,0.27,607.26,331.38,8,1449.52,62,0,Salary,Positive,70.8,Low,0.0,0
2474,2399.9,1800.87,0.06,inflation,585.0,0.12,545.84,628.23,3,1575.54,75,0,Freelance,Positive,81.4,Low,599.03,0
2475,3573.59,1348.89,0.26,recession,695.0,0.17,480.7,592.71,6,1662.35,59,0,Freelance,Negative,50.8,Medium,2224.7,0
2476,4830.58,3774.05,0.18,normal,688.0,0.15,385.07,90.72,4,856.02,33,0,Salary,Positive,77.0,Low,1056.53,0
2477,1932.33,3059.31,0.3,recession,716.0,0.55,638.65,632.51,6,826.66,89,0,Freelance,Negative,69.5,Low,0.0,0
2478,2406.12,4245.84,0.18,inflation,661.0,0.14,704.22,592.87,8,770.35,59,0,Salary,Positive,65.2,Low,0.0,0
2479,2532.15,3592.7,0.22,normal,696.0,0.49,849.92,521.18,5,2187.52,26,0,Mixed,Negative,84.2,Low,0.0,0
2480,5423.3,1573.17,0.25,recession,616.0,0.32,812.67,378.59,7,1348.09,77,1,Freelance,Negative,9.6,Medium,3850.13,1
2481,3009.56,2847.89,0.29,normal,633.0,0.45,275.56,613.74,8,523.56,39,0,Freelance,Neutral,4.9,Medium,161.67,0
2482,4021.8,3627.67,0.18,inflation,680.0,0.27,626.55,477.73,6,2253.72,97,0,Freelance,Positive,92.1,Low,394.13,0
2483,4117.26,2728.61,0.33,normal,639.0,0.15,533.05,629.07,3,1240.49,94,0,Salary,Positive,2.2,Low,1388.65,0
2484,2220.05,2819.01,0.37,inflation,620.0,0.18,226.85,229.59,3,1642.28,62,0,Salary,Positive,78.1,Low,0.0,0
2485,3844.67,2516.9,0.39,inflation,673.0,0.29,509.86,380.98,8,670.32,25,0,Salary,Negative,10.4,Medium,1327.77,0
2486,2769.28,4288.41,0.22,normal,763.0,0.47,487.91,402.89,8,1014.57,23,0,Salary,Neutral,4.6,Low,0.0,0
2487,4773.45,2418.8,0.28,normal,689.0,0.24,270.37,535.3,2,796.25,38,0,Salary,Neutral,52.9,Low,2354.65,0
2488,5728.95,3384.51,0.23,normal,669.0,0.15,504.6,396.79,2,1484.63,97,0,Freelance,Positive,75.8,High,2344.44,0
2489,4668.2,2212.88,0.1,recession,769.0,0.13,797.65,162.04,9,153.74,78,0,Freelance,Positive,3.1,High,2455.32,0
2490,2952.33,2515.94,0.06,recession,660.0,0.38,682.79,809.82,1,1469.5,20,0,Salary,Positive,33.3,High,436.39,0
2491,3609.85,2078.61,0.05,normal,818.0,0.23,479.3,425.36,4,748.6,31,0,Salary,Positive,16.5,Low,1531.24,0
2492,4936.35,3975.13,0.08,normal,686.0,0.41,861.0,1074.46,2,1912.78,58,0,Salary,Neutral,38.2,Low,961.22,0
2493,2516.74,1724.5,0.23,inflation,753.0,0.39,518.13,777.85,5,666.38,30,0,Salary,Negative,88.2,Medium,792.24,0
2494,3456.96,3226.27,0.33,normal,662.0,0.25,509.75,588.2,3,1685.99,70,0,Freelance,Positive,13.1,Low,230.69,0
2495,3626.94,1452.29,0.1,normal,799.0,0.36,462.26,354.03,1,1071.84,71,0,Salary,Neutral,94.4,High,2174.65,1
2496,3257.18,4136.18,0.16,normal,747.0,0.31,586.96,106.42,8,1637.71,20,0,Mixed,Neutral,27.4,High,0.0,0
2497,3416.92,2254.36,0.16,recession,629.0,0.38,737.98,523.75,4,842.98,32,0,Freelance,Positive,46.7,Low,1162.56,0
2498,5189.22,1731.26,0.34,inflation,688.0,0.14,380.23,963.23,1,768.31,96,0,Salary,Negative,10.6,Low,3457.96,1
2499,3019.22,3564.12,0.2,normal,676.0,0.51,945.73,283.07,8,775.77,97,0,Salary,Negative,87.6,Medium,0.0,0
2500,3686.26,2667.71,0.25,recession,744.0,0.12,813.39,341.52,1,1317.39,62,0,Mixed,Positive,89.1,Low,1018.55,0
2501,3467.2,3449.19,0.26,inflation,638.0,0.22,671.16,512.16,2,943.31,69,0,Salary,Positive,42.9,Low,18.01,0
2502,3782.02,3344.12,0.15,normal,594.0,0.5,218.3,135.52,7,210.88,29,0,Salary,Negative,88.8,Low,437.9,0
2503,3410.52,2290.39,0.09,recession,753.0,0.52,730.3,591.32,8,621.06,53,0,Salary,Positive,80.9,Medium,1120.13,0
2504,3414.17,2806.78,0.29,inflation,749.0,0.53,917.82,438.75,5,1061.82,69,0,Salary,Positive,74.1,Low,607.39,0
2505,4339.83,2955.24,0.08,normal,617.0,0.24,239.71,396.24,5,599.38,96,0,Salary,Positive,95.0,Low,1384.59,0
2506,5362.52,2620.39,0.3,recession,668.0,0.16,371.56,349.05,6,601.49,47,0,Salary,Neutral,69.9,Medium,2742.13,1
2507,3030.58,2997.62,0.35,recession,648.0,0.21,452.72,692.94,5,0.0,60,0,Freelance,Positive,99.0,Low,32.96,0
2508,3959.45,3862.75,0.24,inflation,640.0,0.54,513.93,537.76,2,1470.98,68,0,Salary,Neutral,39.4,High,96.7,0
2509,4077.02,3147.04,0.12,normal,696.0,0.3,415.54,337.85,4,1728.57,49,0,Salary,Negative,86.1,High,929.98,0
2510,4692.43,3028.96,0.32,recession,744.0,0.47,897.37,52.22,9,1449.24,59,0,Salary,Neutral,72.9,Medium,1663.47,0
2511,5458.64,1993.64,0.16,inflation,720.0,0.31,425.21,392.84,1,483.62,74,0,Mixed,Positive,76.1,High,3465.0,1
2512,2611.3,3249.69,0.13,inflation,714.0,0.11,327.48,550.11,9,1414.14,78,0,Salary,Positive,8.9,High,0.0,0
2513,2529.91,3380.55,0.27,recession,740.0,0.25,456.37,212.81,5,1502.16,91,0,Mixed,Positive,72.9,Medium,0.0,0
2514,4376.63,2224.34,0.13,inflation,660.0,0.14,779.2,777.94,5,1066.5,70,0,Salary,Positive,8.4,Low,2152.29,0
2515,2644.66,2935.91,0.07,normal,652.0,0.46,478.86,59.36,6,1470.41,58,0,Salary,Positive,12.5,High,0.0,0
2516,4602.82,2194.77,0.16,normal,635.0,0.54,680.48,655.68,5,1689.36,35,0,Salary,Negative,34.6,Medium,2408.05,1
2517,6243.76,2682.7,0.09,inflation,655.0,0.51,486.07,564.23,9,1276.92,40,0,Freelance,Positive,74.7,High,3561.06,1
2518,4291.0,3549.45,0.09,normal,736.0,0.4,485.58,932.51,9,1565.97,66,0,Salary,Negative,57.2,Low,741.55,0
2519,4418.16,2315.04,0.12,recession,696.0,0.21,652.11,0.0,5,438.74,37,0,Salary,Neutral,56.3,Low,2103.12,0
2520,5651.4,3416.37,0.11,normal,704.0,0.41,521.18,268.36,3,679.87,22,1,Salary,Positive,84.5,Medium,2235.03,1
2521,6483.49,2616.04,0.32,inflation,587.0,0.23,418.56,499.94,4,462.01,71,0,Salary,Negative,62.0,Medium,3867.45,1
2522,4151.46,3541.05,0.23,normal,732.0,0.5,315.71,285.31,8,1815.24,68,0,Salary,Positive,96.3,Medium,610.41,0
2523,4009.15,1662.58,0.2,normal,754.0,0.11,562.58,169.76,2,1000.97,81,0,Freelance,Positive,57.3,Medium,2346.57,0
2524,3468.96,3629.29,0.23,inflation,614.0,0.33,614.43,333.98,3,721.71,64,0,Salary,Positive,50.6,Medium,0.0,0
2525,4500.52,3317.74,0.06,normal,628.0,0.35,471.32,492.98,6,1553.79,92,0,Salary,Positive,24.4,Low,1182.78,0
2526,4415.73,3042.43,0.14,recession,602.0,0.33,544.96,947.07,9,1603.17,24,0,Salary,Neutral,36.9,Medium,1373.3,0
2527,3091.74,2857.83,0.38,normal,651.0,0.15,415.92,102.65,3,795.84,97,0,Salary,Positive,19.2,Low,233.91,0
2528,4791.07,2547.23,0.2,normal,641.0,0.1,957.01,256.62,9,1194.3,30,0,Mixed,Neutral,13.1,Low,2243.84,0
2529,4575.27,3696.96,0.34,normal,698.0,0.14,476.15,0.0,3,1173.53,60,0,Freelance,Positive,70.9,High,878.31,0
2530,3679.31,3920.06,0.39,inflation,764.0,0.29,640.01,31.11,6,1649.6,60,0,Salary,Negative,28.8,Medium,0.0,0
2531,4848.8,3679.83,0.32,normal,700.0,0.33,371.01,743.26,1,212.7,31,0,Salary,Neutral,87.3,Low,1168.97,0
2532,4254.03,2610.84,0.33,normal,559.0,0.46,588.76,411.87,5,1725.53,28,0,Salary,Positive,26.0,Medium,1643.19,0
2533,4071.27,1710.97,0.37,normal,653.0,0.29,455.06,343.64,5,950.38,29,0,Mixed,Positive,4.1,Low,2360.3,1
2534,5357.48,3249.94,0.22,inflation,670.0,0.52,826.78,0.0,6,809.59,36,0,Freelance,Negative,37.9,Low,2107.54,0
2535,4521.67,3115.2,0.38,normal,721.0,0.1,384.85,147.02,3,572.84,67,0,Salary,Neutral,13.4,Low,1406.47,0
2536,2783.2,2110.1,0.3,recession,721.0,0.52,95.28,669.29,2,1392.78,90,0,Mixed,Positive,74.7,High,673.1,0
2537,1434.02,2808.08,0.16,normal,609.0,0.14,475.21,259.06,4,1339.73,90,0,Salary,Positive,95.6,Low,0.0,0
2538,4568.68,2370.76,0.28,inflation,688.0,0.21,780.27,526.41,9,1037.98,68,0,Salary,Negative,67.2,High,2197.92,0
2539,4345.89,1641.88,0.11,normal,700.0,0.31,377.95,452.38,9,1010.3,96,0,Salary,Positive,7.8,Medium,2704.01,0
2540,4223.06,1983.91,0.12,recession,701.0,0.2,255.99,441.63,6,1255.52,91,0,Mixed,Negative,89.2,Low,2239.15,0
2541,4296.24,3242.82,0.06,inflation,624.0,0.33,806.83,265.82,2,1208.44,86,0,Freelance,Positive,39.6,Low,1053.42,0
2542,3490.11,3264.64,0.11,normal,756.0,0.29,465.16,148.78,5,364.78,50,0,Freelance,Neutral,27.0,Low,225.47,0
2543,1798.64,3894.69,0.17,inflation,755.0,0.23,368.18,1292.3,5,1613.78,78,0,Salary,Positive,77.4,High,0.0,0
2544,3248.23,2204.01,0.16,normal,773.0,0.38,350.46,257.38,9,971.13,41,0,Salary,Positive,95.4,Medium,1044.22,0
2545,3897.86,4084.01,0.28,normal,811.0,0.11,658.08,252.46,3,1270.27,83,0,Salary,Neutral,74.4,Medium,0.0,0
2546,3755.29,2668.89,0.08,normal,628.0,0.27,608.93,391.27,3,808.28,80,0,Salary,Neutral,4.4,High,1086.4,0
2547,3735.57,3111.95,0.19,normal,670.0,0.31,621.03,341.57,7,1541.24,70,0,Salary,Positive,32.6,High,623.62,0
2548,4472.3,1589.72,0.32,recession,567.0,0.15,929.23,98.37,9,1452.67,43,0,Salary,Positive,44.6,Low,2882.58,1
2549,2888.28,2936.03,0.39,normal,632.0,0.19,686.65,791.5,2,854.66,92,0,Salary,Neutral,27.6,Low,0.0,0
2550,4780.73,2471.27,0.31,normal,708.0,0.55,773.02,554.79,7,1056.31,62,0,Salary,Positive,99.5,Low,2309.46,0
2551,5559.19,3200.27,0.35,recession,683.0,0.54,580.96,0.0,5,962.83,83,0,Salary,Positive,60.9,High,2358.92,0
2552,4766.46,2159.97,0.34,inflation,597.0,0.55,475.76,162.42,9,1077.63,74,0,Salary,Negative,55.0,Low,2606.49,0
2553,3072.79,3061.53,0.36,inflation,630.0,0.51,433.6,250.3,1,1069.37,93,0,Salary,Positive,10.6,High,11.26,0
2554,3815.91,2120.03,0.31,recession,740.0,0.15,466.0,67.97,1,1045.23,31,0,Freelance,Positive,45.0,High,1695.88,0
2555,6976.51,3296.28,0.4,normal,712.0,0.57,484.4,54.57,5,866.95,99,0,Salary,Positive,43.2,Medium,3680.23,1
2556,4674.79,4273.94,0.16,inflation,691.0,0.28,436.77,417.71,9,314.81,57,0,Salary,Positive,21.3,High,400.85,0
2557,4559.96,3047.25,0.35,inflation,662.0,0.54,176.77,352.88,7,828.16,20,0,Mixed,Negative,99.0,Medium,1512.71,0
2558,3471.52,581.14,0.22,normal,706.0,0.39,565.95,307.02,4,1370.02,53,0,Freelance,Positive,24.3,High,2890.38,0
2559,2653.08,3376.93,0.12,normal,687.0,0.27,163.16,0.0,5,0.0,42,0,Salary,Negative,96.7,Low,0.0,0
2560,3857.46,2393.07,0.15,inflation,645.0,0.6,154.16,528.52,5,197.4,21,0,Freelance,Positive,46.2,High,1464.39,0
2561,3443.27,2705.76,0.19,inflation,719.0,0.32,629.74,241.87,9,688.1,88,0,Salary,Positive,41.5,Low,737.51,0
2562,3434.44,2700.14,0.16,normal,706.0,0.23,584.24,130.48,9,430.07,98,0,Salary,Positive,90.0,Medium,734.3,0
2563,4176.62,3215.97,0.21,inflation,792.0,0.56,473.08,0.0,9,1132.63,29,1,Salary,Positive,98.1,High,960.65,0
2564,4082.93,3438.61,0.16,inflation,676.0,0.54,620.24,687.19,8,1156.6,49,0,Salary,Positive,88.6,High,644.32,0
2565,4149.05,879.94,0.16,normal,656.0,0.2,973.69,409.42,5,1510.46,23,0,Freelance,Positive,82.4,Low,3269.11,1
2566,3474.62,3989.72,0.15,inflation,812.0,0.19,736.69,727.95,3,88.84,65,0,Freelance,Positive,19.3,Low,0.0,0
2567,5707.28,2239.11,0.39,recession,664.0,0.3,263.12,0.0,7,1205.13,61,0,Salary,Neutral,59.6,High,3468.17,1
2568,4901.55,3268.16,0.14,normal,678.0,0.41,391.75,822.76,7,1212.51,88,0,Salary,Positive,2.4,High,1633.39,0
2569,4544.82,2127.35,0.3,normal,709.0,0.29,427.59,161.0,6,863.8,82,0,Salary,Negative,69.5,Low,2417.47,0
2570,3612.34,3638.4,0.18,inflation,770.0,0.32,430.79,610.12,5,705.17,69,0,Freelance,Negative,72.4,Low,0.0,0
2571,4442.69,2431.42,0.26,normal,642.0,0.22,727.5,864.53,2,779.22,53,0,Salary,Positive,13.0,Low,2011.27,1
2572,2943.37,2528.99,0.07,normal,679.0,0.47,553.71,730.82,5,455.0,63,0,Salary,Negative,11.6,Low,414.38,0
2573,4547.95,2299.35,0.3,recession,695.0,0.44,420.01,0.0,7,542.98,81,1,Salary,Negative,22.3,Low,2248.6,0
2574,2774.17,2898.15,0.34,normal,638.0,0.43,645.61,809.62,5,1270.61,84,0,Salary,Positive,0.5,Low,0.0,0
2575,3730.02,4492.34,0.31,recession,726.0,0.45,428.84,347.77,5,1355.17,52,0,Mixed,Neutral,6.3,Medium,0.0,0
2576,3620.67,3033.36,0.16,recession,639.0,0.29,611.0,322.29,2,943.0,34,0,Salary,Negative,57.1,Medium,587.31,0
2577,3717.41,4470.21,0.2,recession,717.0,0.49,356.72,301.37,6,1397.1,74,0,Mixed,Positive,67.4,Low,0.0,0
2578,2527.45,2186.44,0.08,normal,744.0,0.22,652.43,349.25,4,1800.38,57,0,Salary,Negative,57.9,Medium,341.01,0
2579,3751.63,4124.7,0.18,normal,591.0,0.47,807.68,313.76,7,425.34,70,0,Salary,Positive,67.5,Medium,0.0,0
2580,2530.03,2429.15,0.08,inflation,679.0,0.32,301.92,483.91,8,511.17,66,0,Salary,Positive,44.4,Low,100.88,0
2581,3209.62,3255.14,0.3,normal,677.0,0.45,598.17,0.0,9,299.11,47,0,Salary,Negative,14.8,Medium,0.0,0
2582,4523.31,2253.18,0.4,normal,686.0,0.5,224.37,308.4,2,895.96,83,0,Salary,Positive,29.4,Medium,2270.13,0
2583,3071.93,2547.39,0.08,normal,634.0,0.42,342.68,456.0,6,1430.27,58,0,Salary,Neutral,36.9,Low,524.54,0
2584,3655.22,3146.22,0.36,normal,704.0,0.4,578.86,0.0,2,1292.24,29,0,Salary,Positive,59.9,Medium,509.0,0
2585,3393.87,1795.98,0.25,inflation,557.0,0.56,388.77,454.03,1,1012.83,79,0,Salary,Positive,63.2,Low,1597.89,0
2586,2088.09,1889.04,0.35,normal,680.0,0.19,607.85,787.56,1,903.35,32,0,Salary,Positive,72.2,Low,199.05,0
2587,2370.31,4077.64,0.12,normal,739.0,0.44,803.12,878.93,7,1154.28,73,0,Freelance,Negative,58.1,Medium,0.0,0
2588,2925.98,3851.42,0.08,recession,812.0,0.55,452.95,363.97,1,464.0,80,0,Salary,Negative,7.4,Low,0.0,0
2589,3884.71,1642.92,0.08,inflation,752.0,0.5,281.29,369.17,7,1081.9,93,0,Salary,Positive,56.4,Medium,2241.79,1
2590,3822.42,3772.83,0.28,normal,755.0,0.28,726.3,26.02,9,1257.03,70,0,Salary,Positive,15.7,Medium,49.59,0
2591,5263.61,1126.55,0.18,normal,660.0,0.28,417.03,615.24,8,903.41,57,0,Freelance,Negative,19.8,Low,4137.06,1
2592,4562.57,1738.88,0.11,normal,679.0,0.31,270.53,592.38,3,948.69,20,0,Freelance,Neutral,10.3,Medium,2823.69,1
2593,5227.74,1996.97,0.07,normal,694.0,0.12,660.31,461.61,2,742.12,78,0,Salary,Neutral,65.8,Medium,3230.77,1
2594,3372.16,2710.54,0.07,normal,789.0,0.56,488.08,997.72,4,741.1,73,0,Freelance,Negative,71.6,High,661.62,0
2595,3119.24,2985.71,0.38,normal,615.0,0.38,354.25,1171.69,7,641.3,58,1,Salary,Positive,59.0,Low,133.53,0
2596,3672.17,2924.18,0.33,normal,653.0,0.13,577.11,568.87,3,947.03,69,0,Salary,Neutral,75.8,Medium,747.99,0
2597,1940.34,4399.11,0.38,normal,633.0,0.59,831.11,371.32,7,1540.28,91,0,Salary,Neutral,4.6,Medium,0.0,0
2598,5216.2,2160.1,0.32,normal,651.0,0.14,439.95,322.63,9,0.0,88,0,Salary,Neutral,38.3,Low,3056.1,1
2599,3910.61,3453.1,0.39,normal,704.0,0.21,441.82,66.77,2,1193.46,27,0,Salary,Positive,48.8,Low,457.51,0
2600,3533.21,2639.74,0.26,recession,731.0,0.53,387.66,519.38,5,1731.88,62,0,Salary,Positive,86.3,Low,893.47,0
2601,5057.29,3549.91,0.37,normal,690.0,0.11,0.0,436.45,8,934.99,50,0,Salary,Neutral,18.7,High,1507.38,0
2602,5178.3,3616.94,0.25,normal,592.0,0.44,444.85,358.61,7,1614.76,38,0,Freelance,Negative,61.3,Medium,1561.36,0
2603,3575.88,2938.49,0.11,inflation,718.0,0.58,636.39,217.53,2,1220.4,76,0,Mixed,Positive,5.0,Low,637.39,0
2604,2406.72,2468.81,0.32,inflation,591.0,0.37,588.35,464.21,6,985.78,31,0,Salary,Neutral,0.2,Low,0.0,0
2605,4401.14,4136.39,0.08,recession,696.0,0.55,562.2,581.28,9,747.9,84,0,Salary,Positive,65.8,Low,264.75,0
2606,4017.66,2519.23,0.25,normal,653.0,0.47,587.24,697.94,5,0.0,46,0,Freelance,Neutral,22.7,High,1498.43,0
2607,1566.74,3182.21,0.07,normal,727.0,0.22,358.7,652.28,3,1901.75,53,0,Salary,Positive,45.7,Low,0.0,0
2608,4716.63,3242.59,0.15,inflation,722.0,0.57,637.74,602.56,6,787.82,48,0,Freelance,Negative,61.7,Medium,1474.04,0
2609,2569.01,3005.39,0.33,recession,633.0,0.34,544.4,179.75,4,1045.05,56,0,Salary,Positive,65.5,High,0.0,0
2610,3174.77,3053.05,0.38,normal,639.0,0.41,50.65,548.88,4,394.28,90,0,Salary,Neutral,34.6,Medium,121.72,0
2611,5232.44,2626.44,0.19,normal,643.0,0.59,405.37,514.61,8,147.91,85,0,Salary,Negative,18.0,Medium,2606.0,0
2612,4738.71,3476.76,0.19,normal,654.0,0.38,444.23,537.72,9,535.8,61,0,Salary,Positive,14.0,Medium,1261.95,0
2613,3888.45,908.09,0.22,normal,677.0,0.3,230.28,406.68,1,458.03,98,0,Freelance,Positive,8.6,Medium,2980.36,1
2614,4530.31,3798.56,0.12,recession,682.0,0.15,434.77,0.0,3,801.18,35,0,Salary,Positive,63.3,Low,731.75,0
2615,3465.95,3552.34,0.09,recession,680.0,0.27,580.76,171.01,7,904.01,92,0,Freelance,Positive,12.9,Low,0.0,0
2616,4150.37,4561.67,0.1,inflation,567.0,0.51,396.46,401.01,9,1752.97,96,0,Salary,Neutral,45.9,Low,0.0,0
